"No.","Time","Source","Destination","Protocol","Length","Info"
"395","18.479320","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=172033 Ack=1 Win=2048 Len=1024"
"396","18.481523","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=173057 Ack=1 Win=2048 Len=1024"
"398","18.483730","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=174081 Ack=1 Win=2048 Len=1024"
"399","18.486932","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=175105 Ack=1 Win=2048 Len=1024"
"401","18.492140","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=176129 Ack=1 Win=2048 Len=1024"
"402","18.496339","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=177153 Ack=1 Win=2048 Len=1024"
"404","18.500605","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=178177 Ack=1 Win=2048 Len=1024"
"405","18.504738","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=179201 Ack=1 Win=2048 Len=1024"
"407","18.508942","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=180225 Ack=1 Win=2048 Len=1024"
"408","18.514156","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=181249 Ack=1 Win=2048 Len=1024"
"410","18.518355","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=182273 Ack=1 Win=2048 Len=1024"
"411","18.522552","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=183297 Ack=1 Win=2048 Len=1024"
"413","18.526754","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=184321 Ack=1 Win=2048 Len=1024"
"414","18.530944","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=185345 Ack=1 Win=2048 Len=1024"
"416","18.536171","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=186369 Ack=1 Win=2048 Len=1024"
"417","18.540373","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=187393 Ack=1 Win=2048 Len=1024"
"419","18.544594","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=188417 Ack=1 Win=2048 Len=1024"
"420","18.548784","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=189441 Ack=1 Win=2048 Len=1024"
"422","18.552968","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=190465 Ack=1 Win=2048 Len=1024"
"423","18.558209","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=191489 Ack=1 Win=2048 Len=1024"
"425","18.562399","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=192513 Ack=1 Win=2048 Len=1024"
"426","18.566612","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=193537 Ack=1 Win=2048 Len=1024"
"428","18.570751","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=194561 Ack=1 Win=2048 Len=1024"
"429","18.575039","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=195585 Ack=1 Win=2048 Len=1024"
"865","39.380211","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=198657 Ack=1 Win=2048 Len=1024"
"866","39.385449","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=199681 Ack=1 Win=2048 Len=1024"
"868","39.389595","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=200705 Ack=1 Win=2048 Len=1024"
"869","39.393841","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=201729 Ack=1 Win=2048 Len=1024"
"871","39.398001","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=202753 Ack=1 Win=2048 Len=1024"
"872","39.402217","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=203777 Ack=1 Win=2048 Len=1024"
"874","39.407421","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=204801 Ack=1 Win=2048 Len=1024"
"875","39.411639","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=205825 Ack=1 Win=2048 Len=1024"
"877","39.415813","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=206849 Ack=1 Win=2048 Len=1024"
"878","39.420112","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=207873 Ack=1 Win=2048 Len=1024"
"880","39.424187","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=208897 Ack=1 Win=2048 Len=1024"
"881","39.429467","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=209921 Ack=1 Win=2048 Len=1024"
"883","39.433633","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=210945 Ack=1 Win=2048 Len=1024"
"884","39.437844","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=211969 Ack=1 Win=2048 Len=1024"
"886","39.441974","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=212993 Ack=1 Win=2048 Len=1024"
"887","39.446277","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=214017 Ack=1 Win=2048 Len=1024"
"889","39.451457","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=215041 Ack=1 Win=2048 Len=1024"
"890","39.455655","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=216065 Ack=1 Win=2048 Len=1024"
"892","39.459855","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=217089 Ack=1 Win=2048 Len=1024"
"893","39.464065","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=218113 Ack=1 Win=2048 Len=1024"
"895","39.468270","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=219137 Ack=1 Win=2048 Len=1024"
"896","39.473451","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=220161 Ack=1 Win=2048 Len=1024"
"898","39.476949","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=221185 Ack=1 Win=2048 Len=1024"
"899","39.479175","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=222209 Ack=1 Win=2048 Len=1024"
"901","39.481345","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=223233 Ack=1 Win=2048 Len=1024"
"902","39.483560","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=224257 Ack=1 Win=2048 Len=1024"
"904","39.485737","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=225281 Ack=1 Win=2048 Len=1024"
"905","39.489972","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=226305 Ack=1 Win=2048 Len=1024"
"907","39.494177","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=227329 Ack=1 Win=2048 Len=1024"
"908","39.499397","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=228353 Ack=1 Win=2048 Len=1024"
"910","39.503582","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=229377 Ack=1 Win=2048 Len=1024"
"911","39.507789","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=230401 Ack=1 Win=2048 Len=1024"
"913","39.511998","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=231425 Ack=1 Win=2048 Len=1024"
"914","39.516208","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=232449 Ack=1 Win=2048 Len=1024"
"916","39.521397","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=233473 Ack=1 Win=2048 Len=1024"
"917","39.525598","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=234497 Ack=1 Win=2048 Len=1024"
"919","39.529815","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=235521 Ack=1 Win=2048 Len=1024"
"920","39.534022","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=236545 Ack=1 Win=2048 Len=1024"
"922","39.538268","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=237569 Ack=1 Win=2048 Len=1024"
"923","39.543450","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=238593 Ack=1 Win=2048 Len=1024"
"925","39.547632","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=239617 Ack=1 Win=2048 Len=1024"
"926","39.551847","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=240641 Ack=1 Win=2048 Len=1024"
"928","39.556056","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=241665 Ack=1 Win=2048 Len=1024"
"929","39.560190","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=242689 Ack=1 Win=2048 Len=1024"
"931","39.565420","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=243713 Ack=1 Win=2048 Len=1024"
"932","39.569592","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=244737 Ack=1 Win=2048 Len=1024"
"934","39.573805","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=245761 Ack=1 Win=2048 Len=1024"
"935","39.578015","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=246785 Ack=1 Win=2048 Len=1024"
"937","39.582285","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=247809 Ack=1 Win=2048 Len=1024"
"938","39.587422","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=248833 Ack=1 Win=2048 Len=1024"
"940","39.591625","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=249857 Ack=1 Win=2048 Len=1024"
"941","39.595830","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=250881 Ack=1 Win=2048 Len=1024"
"943","39.600042","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=251905 Ack=1 Win=2048 Len=1024"
"944","39.605245","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=252929 Ack=1 Win=2048 Len=1024"
"946","39.609491","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=253953 Ack=1 Win=2048 Len=1024"
"947","39.613662","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=254977 Ack=1 Win=2048 Len=1024"
"949","39.617828","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=256001 Ack=1 Win=2048 Len=1024"
"950","39.622056","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=257025 Ack=1 Win=2048 Len=1024"
"952","39.627253","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=258049 Ack=1 Win=2048 Len=1024"
"953","39.631460","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=259073 Ack=1 Win=2048 Len=1024"
"955","39.635661","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=260097 Ack=1 Win=2048 Len=1024"
"1228","52.610041","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=263169 Ack=1 Win=2048 Len=1024"
"1230","52.614254","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=264193 Ack=1 Win=2048 Len=1024"
"1231","52.618449","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=265217 Ack=1 Win=2048 Len=1024"
"1233","52.622581","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=266241 Ack=1 Win=2048 Len=1024"
"1234","52.626852","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=267265 Ack=1 Win=2048 Len=1024"
"1236","52.632066","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=268289 Ack=1 Win=2048 Len=1024"
"1237","52.636270","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=269313 Ack=1 Win=2048 Len=1024"
"1239","52.640530","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=270337 Ack=1 Win=2048 Len=1024"
"1240","52.644676","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=271361 Ack=1 Win=2048 Len=1024"
"1242","52.648879","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=272385 Ack=1 Win=2048 Len=1024"
"1243","52.654086","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=273409 Ack=1 Win=2048 Len=1024"
"1245","52.658294","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=274433 Ack=1 Win=2048 Len=1024"
"1246","52.662498","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=275457 Ack=1 Win=2048 Len=1024"
"1248","52.666699","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=276481 Ack=1 Win=2048 Len=1024"
"1249","52.670894","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=277505 Ack=1 Win=2048 Len=1024"
"1251","52.676121","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=278529 Ack=1 Win=2048 Len=1024"
"1252","52.680316","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=279553 Ack=1 Win=2048 Len=1024"
"1254","52.684528","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=280577 Ack=1 Win=2048 Len=1024"
"1255","52.688738","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=281601 Ack=1 Win=2048 Len=1024"
"1257","52.692932","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=282625 Ack=1 Win=2048 Len=1024"
"1258","52.698144","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=283649 Ack=1 Win=2048 Len=1024"
"1260","52.702290","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=284673 Ack=1 Win=2048 Len=1024"
"1261","52.706542","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=285697 Ack=1 Win=2048 Len=1024"
"1263","52.710741","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=286721 Ack=1 Win=2048 Len=1024"
"1264","52.714959","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=287745 Ack=1 Win=2048 Len=1024"
"1266","52.720172","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=288769 Ack=1 Win=2048 Len=1024"
"1267","52.724374","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=289793 Ack=1 Win=2048 Len=1024"
"1269","52.728566","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=290817 Ack=1 Win=2048 Len=1024"
"1270","52.732757","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=291841 Ack=1 Win=2048 Len=1024"
"1272","52.736979","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=292865 Ack=1 Win=2048 Len=1024"
"1273","52.742227","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=293889 Ack=1 Win=2048 Len=1024"
"1275","52.746382","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=294913 Ack=1 Win=2048 Len=1024"
"1276","52.749885","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=295937 Ack=1 Win=2048 Len=1024"
"1278","52.752071","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=296961 Ack=1 Win=2048 Len=1024"
"1279","52.754292","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=297985 Ack=1 Win=2048 Len=1024"
"1281","52.756493","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=299009 Ack=1 Win=2048 Len=1024"
"1282","52.758709","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=300033 Ack=1 Win=2048 Len=1024"
"1284","52.762871","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=301057 Ack=1 Win=2048 Len=1024"
"1285","52.768116","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=302081 Ack=1 Win=2048 Len=1024"
"1287","52.772315","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=303105 Ack=1 Win=2048 Len=1024"
"1288","52.776519","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=304129 Ack=1 Win=2048 Len=1024"
"1290","52.780720","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=305153 Ack=1 Win=2048 Len=1024"
"1291","52.784926","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=306177 Ack=1 Win=2048 Len=1024"
"1293","52.790158","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=307201 Ack=1 Win=2048 Len=1024"
"1294","52.794333","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=308225 Ack=1 Win=2048 Len=1024"
"1296","52.798533","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=309249 Ack=1 Win=2048 Len=1024"
"1297","52.802748","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=310273 Ack=1 Win=2048 Len=1024"
"1299","52.806946","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=311297 Ack=1 Win=2048 Len=1024"
"1300","52.812115","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=312321 Ack=1 Win=2048 Len=1024"
"1302","52.816309","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=313345 Ack=1 Win=2048 Len=1024"
"1303","52.820505","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=314369 Ack=1 Win=2048 Len=1024"
"1305","52.824705","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=315393 Ack=1 Win=2048 Len=1024"
"1306","52.828919","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=316417 Ack=1 Win=2048 Len=1024"
"1308","52.834124","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=317441 Ack=1 Win=2048 Len=1024"
"1309","52.838313","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=318465 Ack=1 Win=2048 Len=1024"
"1311","52.842522","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=319489 Ack=1 Win=2048 Len=1024"
"1312","52.846733","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=320513 Ack=1 Win=2048 Len=1024"
"1314","52.850952","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=321537 Ack=1 Win=2048 Len=1024"
"1315","52.856153","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=322561 Ack=1 Win=2048 Len=1024"
"1317","52.860355","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=323585 Ack=1 Win=2048 Len=1024"
"1318","52.864598","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=324609 Ack=1 Win=2048 Len=1024"
"1320","52.868809","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=325633 Ack=1 Win=2048 Len=1024"
"1942","83.248410","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=328705 Ack=1 Win=2048 Len=1024"
"1943","83.252600","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=329729 Ack=1 Win=2048 Len=1024"
"1945","83.257819","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=330753 Ack=1 Win=2048 Len=1024"
"1946","83.262020","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=331777 Ack=1 Win=2048 Len=1024"
"1948","83.266218","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=332801 Ack=1 Win=2048 Len=1024"
"1949","83.270497","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=333825 Ack=1 Win=2048 Len=1024"
"1951","83.274627","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=334849 Ack=1 Win=2048 Len=1024"
"1953","83.279844","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=335873 Ack=1 Win=2048 Len=1024"
"1955","83.284026","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=336897 Ack=1 Win=2048 Len=1024"
"1956","83.288237","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=337921 Ack=1 Win=2048 Len=1024"
"1958","83.292464","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=338945 Ack=1 Win=2048 Len=1024"
"1959","83.296658","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=339969 Ack=1 Win=2048 Len=1024"
"1961","83.301814","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=340993 Ack=1 Win=2048 Len=1024"
"1962","83.306057","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=342017 Ack=1 Win=2048 Len=1024"
"1964","83.310257","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=343041 Ack=1 Win=2048 Len=1024"
"1965","83.314419","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=344065 Ack=1 Win=2048 Len=1024"
"1967","83.318626","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=345089 Ack=1 Win=2048 Len=1024"
"1968","83.323881","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=346113 Ack=1 Win=2048 Len=1024"
"1970","83.327364","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=347137 Ack=1 Win=2048 Len=1024"
"1971","83.329570","192.168.0.214","192.168.0.200","TCP","1078","5001  >  50264 [PSH, ACK] Seq=348161 Ack=1 Win=2048 Len=1024"
